condition,outcome,model_id,n_contributors,n_nonmissing,n_missing,mean,median,sd,mad,min,max,range,scale_width,sd_per_scale,mad_per_scale,range_per_scale
Social justice,inst_trust_mean,gemini-3.1-flash-lite,2,2,0,0.75,0.75,0.21213203435596428,0.22239000000000003,0.6,0.9,0.30000000000000004,100,0.002121320343559643,0.0022239000000000004,0.0030000000000000005
Corporate reliance,donation_ams,claude-opus-4-6,2,2,0,0.135,0.135,0.021213203435596427,0.022239,0.12,0.15,0.03,10,0.002121320343559643,0.0022239,0.003
Corporate reliance,donation_ams,gemini-3.1-flash-lite,2,2,0,0.065,0.065,0.021213203435596427,0.022239,0.05,0.08,0.03,10,0.002121320343559643,0.0022239,0.003
Corporate reliance,newsletter_signup,gemini-3.1-flash-lite,2,2,0,0.0035,0.0035,0.0021213203435596424,0.0022239,0.002,0.005,0.003,1,0.0021213203435596424,0.0022239,0.003
Corporate reliance,newsletter_signup,gemini-3.1-pro-preview,2,2,0,0.0085,0.0085,0.0021213203435596424,0.0022239,0.007,0.01,0.003,1,0.0021213203435596424,0.0022239,0.003
Extreme weather predictions,concern_mean,gemini-2.5-flash-lite,2,2,0,0.44999999999999996,0.44999999999999996,0.21213203435596426,0.22238999999999998,0.3,0.6,0.3,100,0.0021213203435596424,0.0022238999999999996,0.003
Funding,newsletter_signup,gemini-2.5-flash-lite,2,2,0,0.0035,0.0035,0.0021213203435596424,0.0022239,0.002,0.005,0.003,1,0.0021213203435596424,0.0022239,0.003
High public trust,behavior_mean,gemini-3.1-pro-preview,2,2,0,0.35,0.35,0.21213203435596426,0.22238999999999998,0.2,0.5,0.3,100,0.0021213203435596424,0.0022238999999999996,0.003
High public trust,donation_ams,claude-opus-4-6,2,2,0,0.135,0.135,0.021213203435596427,0.022239,0.12,0.15,0.03,10,0.002121320343559643,0.0022239,0.003
High public trust,policy_specific_mean,gemini-3.1-pro-preview,2,2,0,0.44999999999999996,0.44999999999999996,0.21213203435596426,0.22238999999999998,0.3,0.6,0.3,100,0.0021213203435596424,0.0022238999999999996,0.003
Measurement & modeling (1),donation_ams,claude-opus-4-6,2,2,0,0.135,0.135,0.021213203435596427,0.022239,0.12,0.15,0.03,10,0.002121320343559643,0.0022239,0.003
Measurement & modeling (1),newsletter_signup,gpt-5-mini,2,2,0,0.0085,0.0085,0.0021213203435596424,0.0022239,0.007,0.01,0.003,1,0.0021213203435596424,0.0022239,0.003
Measurement & modeling (2),inst_trust_mean,claude-opus-4-6,2,2,0,0.44999999999999996,0.44999999999999996,0.21213203435596426,0.22238999999999998,0.3,0.6,0.3,100,0.0021213203435596424,0.0022238999999999996,0.003
Measurement & modeling (2),policy_general,claude-opus-4-6,2,2,0,0.44999999999999996,0.44999999999999996,0.21213203435596426,0.22238999999999998,0.3,0.6,0.3,100,0.0021213203435596424,0.0022238999999999996,0.003
Model accuracy,newsletter_signup,gemini-2.5-flash-lite,2,2,0,0.0035,0.0035,0.0021213203435596424,0.0022239,0.002,0.005,0.003,1,0.0021213203435596424,0.0022239,0.003
Peer-review,donation_ams,gemini-3.1-flash-lite,2,2,0,0.065,0.065,0.021213203435596427,0.022239,0.05,0.08,0.03,10,0.002121320343559643,0.0022239,0.003
Peer-review,donation_ams,gpt-5-mini,2,2,0,0.135,0.135,0.021213203435596427,0.022239,0.12,0.15,0.03,10,0.002121320343559643,0.0022239,0.003
Portrait Prof. Cherry,newsletter_signup,gemini-2.5-flash-lite,2,2,0,0.0035,0.0035,0.0021213203435596424,0.0022239,0.002,0.005,0.003,1,0.0021213203435596424,0.0022239,0.003
Social justice,distrust_post,gemini-3.1-pro-preview,2,2,0,-0.44999999999999996,-0.44999999999999996,0.21213203435596426,0.22238999999999998,-0.6,-0.3,0.3,100,0.0021213203435596424,0.0022238999999999996,0.003
Social justice,newsletter_signup,gemini-2.5-flash-lite,2,2,0,0.0035,0.0035,0.0021213203435596424,0.0022239,0.002,0.005,0.003,1,0.0021213203435596424,0.0022239,0.003
Social justice,newsletter_signup,gpt-5-mini,2,2,0,0.0085,0.0085,0.0021213203435596424,0.0022239,0.007,0.01,0.003,1,0.0021213203435596424,0.0022239,0.003
Corporate reliance,trust_multidimensional,gemini-3.1-flash-lite,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Former skeptics,inst_trust_mean,gemini-3.1-flash-lite,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Funding,policy_general,claude-opus-4-6,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
High public trust,inst_trust_mean,gemini-3.1-pro-preview,2,2,0,0.55,0.55,0.2121320343559642,0.22238999999999995,0.4,0.7,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
High public trust,policy_general,claude-opus-4-6,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
High public trust,policy_role_mean,gemini-3.1-pro-preview,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Interview Prof. Maraun,concern_mean,gemini-2.5-flash-lite,2,2,0,0.55,0.55,0.2121320343559642,0.22238999999999995,0.4,0.7,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Interview Prof. Maraun,newsletter_signup,gemini-2.5-pro,2,2,0,0.0135,0.0135,0.002121320343559642,0.002223899999999999,0.012,0.015,0.002999999999999999,1,0.002121320343559642,0.002223899999999999,0.002999999999999999
Interview Prof. Sebille,funding_perceptions,gemini-3.1-pro-preview,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Interview Prof. Sebille,policy_specific_mean,gemini-3.1-pro-preview,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Measurement & modeling (1),newsletter_signup,claude-haiku-4-5,2,2,0,0.0165,0.0165,0.002121320343559642,0.002223899999999999,0.015,0.018,0.002999999999999999,1,0.002121320343559642,0.002223899999999999,0.002999999999999999
Measurement & modeling (2),concern_mean,claude-opus-4-6,2,2,0,0.55,0.55,0.2121320343559642,0.22238999999999995,0.4,0.7,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Measurement & modeling (2),distrust_post,gemini-3.1-flash-lite,2,2,0,-0.7,-0.7,0.2121320343559642,0.22238999999999995,-0.85,-0.55,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Measurement & modeling (2),policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.55,0.55,0.2121320343559642,0.22238999999999995,0.4,0.7,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Model accuracy,newsletter_signup,claude-haiku-4-5,2,2,0,0.0165,0.0165,0.002121320343559642,0.002223899999999999,0.015,0.018,0.002999999999999999,1,0.002121320343559642,0.002223899999999999,0.002999999999999999
Model accuracy,policy_role_mean,claude-opus-4-6,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Oil industry misinformation,newsletter_signup,gpt-5-mini,2,2,0,0.0135,0.0135,0.002121320343559642,0.002223899999999999,0.012,0.015,0.002999999999999999,1,0.002121320343559642,0.002223899999999999,0.002999999999999999
Portrait Prof. Cherry,newsletter_signup,claude-haiku-4-5,2,2,0,0.0165,0.0165,0.002121320343559642,0.002223899999999999,0.015,0.018,0.002999999999999999,1,0.002121320343559642,0.002223899999999999,0.002999999999999999
Portrait Prof. Cherry,policy_specific_mean,gemini-2.5-pro,2,2,0,1.05,1.05,0.2121320343559642,0.22238999999999995,0.9,1.2,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Social justice,belief_post,gemini-3.1-pro-preview,2,2,0,0.55,0.55,0.2121320343559642,0.22238999999999995,0.4,0.7,0.29999999999999993,100,0.002121320343559642,0.0022238999999999996,0.002999999999999999
Consensus,policy_general,claude-haiku-4-5,2,2,0,3.65,3.65,0.21213203435596414,0.22238999999999987,3.5,3.8,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Consensus,policy_general,gemini-3.1-flash-lite,2,2,0,1.75,1.75,0.21213203435596414,0.22238999999999987,1.6,1.9,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Consensus,trust_multidimensional,gemini-2.5-pro,2,2,0,4.35,4.35,0.21213203435596414,0.22238999999999987,4.2,4.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Consensus,trust_post,claude-opus-4-6,2,2,0,2.35,2.35,0.21213203435596414,0.22238999999999987,2.2,2.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Corporate reliance,distrust_post,claude-haiku-4-5,2,2,0,-2.25,-2.25,0.21213203435596414,0.22238999999999987,-2.4,-2.1,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Corporate reliance,distrust_post,gemini-3.1-pro-preview,2,2,0,-2.65,-2.65,0.21213203435596414,0.22238999999999987,-2.8,-2.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Corporate reliance,trust_multidimensional,gemini-3.1-pro-preview,2,2,0,2.65,2.65,0.21213203435596414,0.22238999999999987,2.5,2.8,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Former skeptics,trust_post,gpt-5-mini,2,2,0,1.75,1.75,0.21213203435596414,0.22238999999999987,1.6,1.9,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Funding,distrust_post,gemini-2.5-pro,2,2,0,-3.65,-3.65,0.21213203435596414,0.22238999999999987,-3.8,-3.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
High public trust,funding_perceptions,claude-haiku-4-5,2,2,0,3.35,3.35,0.21213203435596414,0.22238999999999987,3.2,3.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
High public trust,funding_perceptions,gemini-2.5-pro,2,2,0,2.35,2.35,0.21213203435596414,0.22238999999999987,2.2,2.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Interview Prof. Maraun,behavior_mean,claude-haiku-4-5,2,2,0,3.35,3.35,0.21213203435596414,0.22238999999999987,3.2,3.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Interview Prof. Maraun,distrust_post,claude-haiku-4-5,2,2,0,-4.35,-4.35,0.21213203435596414,0.22238999999999987,-4.5,-4.2,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Interview Prof. Maraun,trust_multidimensional,claude-haiku-4-5,2,2,0,6.65,6.65,0.21213203435596414,0.22238999999999987,6.5,6.8,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Interview Prof. Maraun,trust_post,claude-haiku-4-5,2,2,0,6.050000000000001,6.050000000000001,0.21213203435596414,0.22238999999999987,5.9,6.2,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Measurement & modeling (1),behavior_mean,claude-haiku-4-5,2,2,0,3.35,3.35,0.21213203435596414,0.22238999999999987,3.2,3.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Measurement & modeling (1),policy_general,claude-haiku-4-5,2,2,0,2.75,2.75,0.21213203435596414,0.22238999999999987,2.6,2.9,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Measurement & modeling (1),policy_specific_mean,claude-haiku-4-5,2,2,0,2.75,2.75,0.21213203435596414,0.22238999999999987,2.6,2.9,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Model accuracy,belief_post,claude-haiku-4-5,2,2,0,3.9499999999999997,3.9499999999999997,0.21213203435596414,0.22238999999999987,3.8,4.1,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Model accuracy,funding_perceptions,gpt-5-mini,2,2,0,1.25,1.25,0.21213203435596414,0.22238999999999987,1.1,1.4,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Model accuracy,trust_multidimensional,gemini-3.1-pro-preview,2,2,0,2.65,2.65,0.21213203435596414,0.22238999999999987,2.5,2.8,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Oil industry misinformation,distrust_post,gpt-5-mini,2,2,0,-2.35,-2.35,0.21213203435596414,0.22238999999999987,-2.5,-2.2,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Oil industry misinformation,policy_general,gemini-2.5-pro,2,2,0,3.65,3.65,0.21213203435596414,0.22238999999999987,3.5,3.8,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Oil industry misinformation,trust_multidimensional,gemini-2.5-flash-lite,2,2,0,2.65,2.65,0.21213203435596414,0.22238999999999987,2.5,2.8,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Peer-review,inst_trust_mean,claude-haiku-4-5,2,2,0,4.35,4.35,0.21213203435596414,0.22238999999999987,4.2,4.5,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Peer-review,policy_role_mean,claude-haiku-4-5,2,2,0,4.949999999999999,4.949999999999999,0.21213203435596414,0.22238999999999987,4.8,5.1,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Portrait Prof. Cherry,distrust_post,gemini-2.5-pro,2,2,0,-2.85,-2.85,0.21213203435596414,0.22238999999999987,-3,-2.7,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Social justice,funding_perceptions,gemini-2.5-pro,2,2,0,2.65,2.65,0.21213203435596414,0.22238999999999987,2.5,2.8,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Social justice,trust_post,claude-haiku-4-5,2,2,0,6.050000000000001,6.050000000000001,0.21213203435596414,0.22238999999999987,5.9,6.2,0.2999999999999998,100,0.0021213203435596416,0.0022238999999999987,0.0029999999999999983
Consensus,concern_mean,gemini-2.5-flash-lite,2,2,0,0.875,0.875,0.1767766952966369,0.185325,0.75,1,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Consensus,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.375,0.375,0.1767766952966369,0.185325,0.25,0.5,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Consensus,policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.875,0.875,0.1767766952966369,0.185325,0.75,1,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Corporate reliance,distrust_post,gemini-3.1-flash-lite,2,2,0,-0.825,-0.825,0.1767766952966369,0.185325,-0.95,-0.7,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Interview Prof. Maraun,inst_trust_mean,gemini-3.1-flash-lite,2,2,0,0.675,0.675,0.1767766952966369,0.185325,0.55,0.8,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Measurement & modeling (1),trust_multidimensional,gemini-3.1-flash-lite,2,2,0,1.175,1.175,0.1767766952966369,0.185325,1.05,1.3,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Peer-review,trust_post,gemini-3.1-flash-lite,2,2,0,1.475,1.475,0.1767766952966369,0.185325,1.35,1.6,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Portrait Prof. Cherry,distrust_post,gemini-3.1-pro-preview,2,2,0,-1.725,-1.725,0.1767766952966369,0.185325,-1.85,-1.6,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Scientist community helpers,policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.625,0.625,0.1767766952966369,0.185325,0.5,0.75,0.25,100,0.0017677669529663688,0.0018532499999999999,0.0025
Portrait Prof. Cherry,concern_mean,gemini-3.1-pro-preview,2,2,0,0.575,0.575,0.17677669529663684,0.18532499999999996,0.45,0.7,0.24999999999999994,100,0.0017677669529663684,0.0018532499999999996,0.0024999999999999996
Consensus,trust_multidimensional,claude-opus-4-6,2,2,0,2.1,2.1,0.14142135623730964,0.14826000000000011,2,2.2,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Consensus,trust_multidimensional,gemini-3.1-flash-lite,2,2,0,2,2,0.14142135623730964,0.14826000000000011,1.9,2.1,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Corporate reliance,donation_ams,gpt-5-mini,2,2,0,0.19,0.19,0.014142135623730963,0.014826000000000013,0.18,0.2,0.020000000000000018,10,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Corporate reliance,trust_post,gemini-2.5-pro,2,2,0,4.1,4.1,0.14142135623730964,0.14826000000000011,4,4.2,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Extreme weather predictions,concern_mean,gemini-2.5-pro,2,2,0,2.1,2.1,0.14142135623730964,0.14826000000000011,2,2.2,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Former skeptics,distrust_post,gemini-3.1-pro-preview,2,2,0,-2,-2,0.14142135623730964,0.14826000000000011,-2.1,-1.9,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Former skeptics,donation_ams,gpt-5-mini,2,2,0,0.19,0.19,0.014142135623730963,0.014826000000000013,0.18,0.2,0.020000000000000018,10,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Former skeptics,policy_role_mean,gemini-2.5-pro,2,2,0,2.9,2.9,0.14142135623730964,0.14826000000000011,2.8,3,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Funding,trust_multidimensional,gemini-2.5-pro,2,2,0,4.1,4.1,0.14142135623730964,0.14826000000000011,4,4.2,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Measurement & modeling (2),policy_general,claude-haiku-4-5,2,2,0,3,3,0.14142135623730964,0.14826000000000011,2.9,3.1,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Peer-review,trust_post,gemini-3.1-pro-preview,2,2,0,2.5,2.5,0.14142135623730964,0.14826000000000011,2.4,2.6,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
Scientist community helpers,distrust_post,gemini-3.1-pro-preview,2,2,0,-2.9,-2.9,0.14142135623730964,0.14826000000000011,-3,-2.8,0.20000000000000018,100,0.0014142135623730963,0.0014826000000000012,0.0020000000000000018
